Country,date,vaccine,total
Denmark,2022-01-28,Pfizer/BioNTech,7362
Denmark,2022-02-04,Johnson&Johnson,7363
Denmark,2022-02-04,Moderna,7364
Denmark,2022-02-04,Oxford/AstraZeneca,7365
Denmark,2022-02-04,Pfizer/BioNTech,7366
Denmark,2022-02-11,Johnson&Johnson,7367
Denmark,2022-02-11,Moderna,7368
Denmark,2022-02-11,Oxford/AstraZeneca,7369
Denmark,2022-02-11,Pfizer/BioNTech,7370
Denmark,2022-02-18,Johnson&Johnson,7371
Denmark,2022-02-18,Moderna,7372
Denmark,2022-02-18,Oxford/AstraZeneca,7373
Denmark,2022-02-18,Pfizer/BioNTech,7374
Denmark,2022-02-25,Johnson&Johnson,7375
Denmark,2022-02-25,Moderna,7376
Denmark,2022-02-25,Oxford/AstraZeneca,7377
Denmark,2022-02-25,Pfizer/BioNTech,7378
Denmark,2022-03-04,Johnson&Johnson,7379
Denmark,2022-03-04,Moderna,7380
Denmark,2022-03-04,Oxford/AstraZeneca,7381
Denmark,2022-03-04,Pfizer/BioNTech,7382
Denmark,2022-03-11,Johnson&Johnson,7383
Denmark,2022-03-11,Moderna,7384
Denmark,2022-03-11,Pfizer/BioNTech,7385
Denmark,2022-03-18,Johnson&Johnson,7386
Denmark,2022-03-18,Moderna,7387
Denmark,2022-03-18,Pfizer/BioNTech,7388
Denmark,2022-03-25,Johnson&Johnson,7389
Denmark,2022-03-25,Moderna,7390
Denmark,2022-03-25,Pfizer/BioNTech,7391
Ecuador,2021-01-20,Pfizer/BioNTech,7392
Ecuador,2021-01-21,Pfizer/BioNTech,7393
Ecuador,2021-01-22,Pfizer/BioNTech,7394
Ecuador,2021-01-23,Pfizer/BioNTech,7395
Ecuador,2021-01-24,Pfizer/BioNTech,7396
Ecuador,2021-01-25,Pfizer/BioNTech,7397
Ecuador,2021-01-26,Pfizer/BioNTech,7398
Ecuador,2021-01-27,Pfizer/BioNTech,7399
Ecuador,2021-01-28,Pfizer/BioNTech,7400
Ecuador,2021-01-29,Pfizer/BioNTech,7401
Ecuador,2021-01-29,Sinovac,7402
Ecuador,2021-01-30,Pfizer/BioNTech,7403
Ecuador,2021-01-30,Sinovac,7404
Ecuador,2021-01-31,Pfizer/BioNTech,7405
Ecuador,2021-01-31,Sinovac,7406
Ecuador,2021-02-01,Pfizer/BioNTech,7407
Ecuador,2021-02-01,Sinovac,7408
Ecuador,2021-02-02,Pfizer/BioNTech,7409
Ecuador,2021-02-02,Sinovac,7410
Ecuador,2021-02-03,Pfizer/BioNTech,7411
Ecuador,2021-02-03,Sinovac,7412
Ecuador,2021-02-04,Oxford/AstraZeneca,7413
Ecuador,2021-02-04,Pfizer/BioNTech,7414
Ecuador,2021-02-04,Sinovac,7415
Ecuador,2021-02-05,Oxford/AstraZeneca,7416
Ecuador,2021-02-05,Pfizer/BioNTech,7417
Ecuador,2021-02-05,Sinovac,7418
Ecuador,2021-02-06,Oxford/AstraZeneca,7419
Ecuador,2021-02-06,Pfizer/BioNTech,7420
Ecuador,2021-02-06,Sinovac,7421
Ecuador,2021-02-07,Oxford/AstraZeneca,7422
Ecuador,2021-02-07,Pfizer/BioNTech,7423
Ecuador,2021-02-07,Sinovac,7424
Ecuador,2021-02-08,Oxford/AstraZeneca,7425
Ecuador,2021-02-08,Pfizer/BioNTech,7426
Ecuador,2021-02-08,Sinovac,7427
Ecuador,2021-02-09,Oxford/AstraZeneca,7428
Ecuador,2021-02-09,Pfizer/BioNTech,7429
Ecuador,2021-02-09,Sinovac,7430
Ecuador,2021-02-10,Oxford/AstraZeneca,7431
Ecuador,2021-02-10,Pfizer/BioNTech,7432
Ecuador,2021-02-10,Sinovac,7433
Ecuador,2021-02-11,Oxford/AstraZeneca,7434
Ecuador,2021-02-11,Pfizer/BioNTech,7435
Ecuador,2021-02-11,Sinovac,7436
Ecuador,2021-02-12,Oxford/AstraZeneca,7437
Ecuador,2021-02-12,Pfizer/BioNTech,7438
Ecuador,2021-02-12,Sinovac,7439
Ecuador,2021-02-13,Oxford/AstraZeneca,7440
Ecuador,2021-02-13,Pfizer/BioNTech,7441
Ecuador,2021-02-13,Sinovac,7442
Ecuador,2021-02-14,Oxford/AstraZeneca,7443
Ecuador,2021-02-14,Pfizer/BioNTech,7444
Ecuador,2021-02-14,Sinovac,7445
Ecuador,2021-02-15,Oxford/AstraZeneca,7446
Ecuador,2021-02-15,Pfizer/BioNTech,7447
Ecuador,2021-02-15,Sinovac,7448
Ecuador,2021-02-16,Oxford/AstraZeneca,7449
Ecuador,2021-02-16,Pfizer/BioNTech,7450
Ecuador,2021-02-16,Sinovac,7451
Ecuador,2021-02-17,Oxford/AstraZeneca,7452
Ecuador,2021-02-17,Pfizer/BioNTech,7453
Ecuador,2021-02-17,Sinovac,7454
Ecuador,2021-02-18,Oxford/AstraZeneca,7455
Ecuador,2021-02-18,Pfizer/BioNTech,7456
Ecuador,2021-02-18,Sinovac,7457
Ecuador,2021-02-19,Oxford/AstraZeneca,7458
Ecuador,2021-02-19,Pfizer/BioNTech,7459
Ecuador,2021-02-19,Sinovac,7460
Ecuador,2021-02-20,Oxford/AstraZeneca,7461
Ecuador,2021-02-20,Pfizer/BioNTech,7462
Ecuador,2021-02-20,Sinovac,7463
Ecuador,2021-02-21,Oxford/AstraZeneca,7464
Ecuador,2021-02-21,Pfizer/BioNTech,7465
Ecuador,2021-02-21,Sinovac,7466
Ecuador,2021-02-22,Oxford/AstraZeneca,7467
Ecuador,2021-02-22,Pfizer/BioNTech,7468
Ecuador,2021-02-22,Sinovac,7469
Ecuador,2021-02-23,Oxford/AstraZeneca,7470
Ecuador,2021-02-23,Pfizer/BioNTech,7471
Ecuador,2021-02-23,Sinovac,7472
Ecuador,2021-02-24,Oxford/AstraZeneca,7473
Ecuador,2021-02-24,Pfizer/BioNTech,7474
Ecuador,2021-02-24,Sinovac,7475
Ecuador,2021-02-25,Oxford/AstraZeneca,7476
Ecuador,2021-02-25,Pfizer/BioNTech,7477
Ecuador,2021-02-25,Sinovac,7478
Ecuador,2021-02-26,Oxford/AstraZeneca,7479
Ecuador,2021-02-26,Pfizer/BioNTech,7480
Ecuador,2021-02-26,Sinovac,7481
Ecuador,2021-02-27,Oxford/AstraZeneca,7482
Ecuador,2021-02-27,Pfizer/BioNTech,7483
Ecuador,2021-02-27,Sinovac,7484
Ecuador,2021-02-28,Oxford/AstraZeneca,7485
Ecuador,2021-02-28,Pfizer/BioNTech,7486
Ecuador,2021-02-28,Sinovac,7487
Ecuador,2021-03-01,Oxford/AstraZeneca,7488
Ecuador,2021-03-01,Pfizer/BioNTech,7489
Ecuador,2021-03-01,Sinovac,7490
Ecuador,2021-03-02,Oxford/AstraZeneca,7491
Ecuador,2021-03-02,Pfizer/BioNTech,7492
Ecuador,2021-03-02,Sinovac,7493
Ecuador,2021-03-03,Oxford/AstraZeneca,7494
Ecuador,2021-03-03,Pfizer/BioNTech,7495
Ecuador,2021-03-03,Sinovac,7496
Ecuador,2021-03-04,Oxford/AstraZeneca,7497
Ecuador,2021-03-04,Pfizer/BioNTech,7498
Ecuador,2021-03-04,Sinovac,7499
Ecuador,2021-03-05,Oxford/AstraZeneca,7500
Ecuador,2021-03-05,Pfizer/BioNTech,7501
Ecuador,2021-03-05,Sinovac,7502
Ecuador,2021-03-06,Oxford/AstraZeneca,7503
Ecuador,2021-03-06,Pfizer/BioNTech,7504
Ecuador,2021-03-06,Sinovac,7505
Ecuador,2021-03-07,Oxford/AstraZeneca,7506
Ecuador,2021-03-07,Pfizer/BioNTech,7507
Ecuador,2021-03-07,Sinovac,7508
Ecuador,2021-03-08,Oxford/AstraZeneca,7509
Ecuador,2021-03-08,Pfizer/BioNTech,7510
Ecuador,2021-03-08,Sinovac,7511
Ecuador,2021-03-09,Oxford/AstraZeneca,7512
Ecuador,2021-03-09,Pfizer/BioNTech,7513
Ecuador,2021-03-09,Sinovac,7514
Ecuador,2021-03-10,Oxford/AstraZeneca,7515
Ecuador,2021-03-10,Pfizer/BioNTech,7516
Ecuador,2021-03-10,Sinovac,7517
Ecuador,2021-03-11,Oxford/AstraZeneca,7518
Ecuador,2021-03-11,Pfizer/BioNTech,7519
Ecuador,2021-03-11,Sinovac,7520
Ecuador,2021-03-12,Oxford/AstraZeneca,7521
Ecuador,2021-03-12,Pfizer/BioNTech,7522
Ecuador,2021-03-12,Sinovac,7523
Ecuador,2021-03-13,Oxford/AstraZeneca,7524
Ecuador,2021-03-13,Pfizer/BioNTech,7525
Ecuador,2021-03-13,Sinovac,7526
Ecuador,2021-03-14,Oxford/AstraZeneca,7527
Ecuador,2021-03-14,Pfizer/BioNTech,7528
Ecuador,2021-03-14,Sinovac,7529
Ecuador,2021-03-15,Oxford/AstraZeneca,7530
Ecuador,2021-03-15,Pfizer/BioNTech,7531
Ecuador,2021-03-15,Sinovac,7532
Ecuador,2021-03-16,Oxford/AstraZeneca,7533
Ecuador,2021-03-16,Pfizer/BioNTech,7534
Ecuador,2021-03-16,Sinovac,7535
Ecuador,2021-03-17,Oxford/AstraZeneca,7536
Ecuador,2021-03-17,Pfizer/BioNTech,7537
Ecuador,2021-03-17,Sinovac,7538
Ecuador,2021-03-18,Oxford/AstraZeneca,7539
Ecuador,2021-03-18,Pfizer/BioNTech,7540
Ecuador,2021-03-18,Sinovac,7541
Ecuador,2021-03-19,Oxford/AstraZeneca,7542
Ecuador,2021-03-19,Pfizer/BioNTech,7543
Ecuador,2021-03-19,Sinovac,7544
Ecuador,2021-03-20,Oxford/AstraZeneca,7545
Ecuador,2021-03-20,Pfizer/BioNTech,7546
Ecuador,2021-03-20,Sinovac,7547
Ecuador,2021-03-21,Oxford/AstraZeneca,7548
Ecuador,2021-03-21,Pfizer/BioNTech,7549
Ecuador,2021-03-21,Sinovac,7550
Ecuador,2021-03-22,Oxford/AstraZeneca,7551
Ecuador,2021-03-22,Pfizer/BioNTech,7552
Ecuador,2021-03-22,Sinovac,7553
Ecuador,2021-03-23,Oxford/AstraZeneca,7554
Ecuador,2021-03-23,Pfizer/BioNTech,7555
Ecuador,2021-03-23,Sinovac,7556
Ecuador,2021-03-24,Oxford/AstraZeneca,7557
Ecuador,2021-03-24,Pfizer/BioNTech,7558
Ecuador,2021-03-24,Sinovac,7559
Ecuador,2021-03-25,Oxford/AstraZeneca,7560
Ecuador,2021-03-25,Pfizer/BioNTech,7561
Ecuador,2021-03-25,Sinovac,7562
Ecuador,2021-03-26,Oxford/AstraZeneca,7563
Ecuador,2021-03-26,Pfizer/BioNTech,7564
Ecuador,2021-03-26,Sinovac,7565
Ecuador,2021-03-27,Oxford/AstraZeneca,7566
Ecuador,2021-03-27,Pfizer/BioNTech,7567
Ecuador,2021-03-27,Sinovac,7568
Ecuador,2021-03-28,Oxford/AstraZeneca,7569
Ecuador,2021-03-28,Pfizer/BioNTech,7570
Ecuador,2021-03-28,Sinovac,7571
Ecuador,2021-03-29,Oxford/AstraZeneca,7572
Ecuador,2021-03-29,Pfizer/BioNTech,7573
Ecuador,2021-03-29,Sinovac,7574
Ecuador,2021-03-30,Oxford/AstraZeneca,7575
Ecuador,2021-03-30,Pfizer/BioNTech,7576
Ecuador,2021-03-30,Sinovac,7577
Ecuador,2021-03-31,Oxford/AstraZeneca,7578
Ecuador,2021-03-31,Pfizer/BioNTech,7579
Ecuador,2021-03-31,Sinovac,7580
Ecuador,2021-04-01,Oxford/AstraZeneca,7581
Ecuador,2021-04-01,Pfizer/BioNTech,7582
Ecuador,2021-04-01,Sinovac,7583
Ecuador,2021-04-02,Oxford/AstraZeneca,7584
Ecuador,2021-04-02,Pfizer/BioNTech,7585
Ecuador,2021-04-02,Sinovac,7586
Ecuador,2021-04-03,Oxford/AstraZeneca,7587
Ecuador,2021-04-03,Pfizer/BioNTech,7588
Ecuador,2021-04-03,Sinovac,7589
Ecuador,2021-04-04,Oxford/AstraZeneca,7590
Ecuador,2021-04-04,Pfizer/BioNTech,7591
Ecuador,2021-04-04,Sinovac,7592
Ecuador,2021-04-05,Oxford/AstraZeneca,7593
Ecuador,2021-04-05,Pfizer/BioNTech,7594
Ecuador,2021-04-05,Sinovac,7595
Ecuador,2021-04-06,Oxford/AstraZeneca,7596
Ecuador,2021-04-06,Pfizer/BioNTech,7597
Ecuador,2021-04-06,Sinovac,7598
Ecuador,2021-04-07,Oxford/AstraZeneca,7599
Ecuador,2021-04-07,Pfizer/BioNTech,7600
Ecuador,2021-04-07,Sinovac,7601
Ecuador,2021-04-08,Oxford/AstraZeneca,7602
Ecuador,2021-04-08,Pfizer/BioNTech,7603
Ecuador,2021-04-08,Sinovac,7604
Ecuador,2021-04-09,Oxford/AstraZeneca,7605
Ecuador,2021-04-09,Pfizer/BioNTech,7606
Ecuador,2021-04-09,Sinovac,7607
Ecuador,2021-04-10,Oxford/AstraZeneca,7608
Ecuador,2021-04-10,Pfizer/BioNTech,7609
Ecuador,2021-04-10,Sinovac,7610
Ecuador,2021-04-11,Oxford/AstraZeneca,7611
Ecuador,2021-04-11,Pfizer/BioNTech,7612
Ecuador,2021-04-11,Sinovac,7613
Ecuador,2021-04-12,Oxford/AstraZeneca,7614
Ecuador,2021-04-12,Pfizer/BioNTech,7615
Ecuador,2021-04-12,Sinovac,7616
Ecuador,2021-04-13,Oxford/AstraZeneca,7617
Ecuador,2021-04-13,Pfizer/BioNTech,7618
Ecuador,2021-04-13,Sinovac,7619
Ecuador,2021-04-14,Oxford/AstraZeneca,7620
Ecuador,2021-04-14,Pfizer/BioNTech,7621
Ecuador,2021-04-14,Sinovac,7622
Ecuador,2021-04-15,Oxford/AstraZeneca,7623
Ecuador,2021-04-15,Pfizer/BioNTech,7624
Ecuador,2021-04-15,Sinovac,7625
Ecuador,2021-04-16,Oxford/AstraZeneca,7626
Ecuador,2021-04-16,Pfizer/BioNTech,7627
Ecuador,2021-04-16,Sinovac,7628
Ecuador,2021-04-17,Oxford/AstraZeneca,7629
Ecuador,2021-04-17,Pfizer/BioNTech,7630
Ecuador,2021-04-17,Sinovac,7631
Ecuador,2021-04-18,Oxford/AstraZeneca,7632
Ecuador,2021-04-18,Pfizer/BioNTech,7633
Ecuador,2021-04-18,Sinovac,7634
Ecuador,2021-04-19,Oxford/AstraZeneca,7635
Ecuador,2021-04-19,Pfizer/BioNTech,7636
Ecuador,2021-04-19,Sinovac,7637
Ecuador,2021-04-20,Oxford/AstraZeneca,7638
Ecuador,2021-04-20,Pfizer/BioNTech,7639
Ecuador,2021-04-20,Sinovac,7640
Ecuador,2021-04-21,Oxford/AstraZeneca,7641
Ecuador,2021-04-21,Pfizer/BioNTech,7642
Ecuador,2021-04-21,Sinovac,7643
Ecuador,2021-04-22,Oxford/AstraZeneca,7644
Ecuador,2021-04-22,Pfizer/BioNTech,7645
Ecuador,2021-04-22,Sinovac,7646
Ecuador,2021-04-23,Oxford/AstraZeneca,7647
Ecuador,2021-04-23,Pfizer/BioNTech,7648
Ecuador,2021-04-23,Sinovac,7649
Ecuador,2021-04-24,Oxford/AstraZeneca,7650
Ecuador,2021-04-24,Pfizer/BioNTech,7651
Ecuador,2021-04-24,Sinovac,7652
Ecuador,2021-04-25,Oxford/AstraZeneca,7653
Ecuador,2021-04-25,Pfizer/BioNTech,7654
Ecuador,2021-04-25,Sinovac,7655
Ecuador,2021-04-26,Oxford/AstraZeneca,7656
Ecuador,2021-04-26,Pfizer/BioNTech,7657
Ecuador,2021-04-26,Sinovac,7658
Ecuador,2021-04-27,Oxford/AstraZeneca,7659
Ecuador,2021-04-27,Pfizer/BioNTech,7660
Ecuador,2021-04-27,Sinovac,7661
Ecuador,2021-04-28,Oxford/AstraZeneca,7662
Ecuador,2021-04-28,Pfizer/BioNTech,7663
Ecuador,2021-04-28,Sinovac,7664
Ecuador,2021-04-29,Oxford/AstraZeneca,7665
Ecuador,2021-04-29,Pfizer/BioNTech,7666
Ecuador,2021-04-29,Sinovac,7667
Ecuador,2021-04-30,Oxford/AstraZeneca,7668
Ecuador,2021-04-30,Pfizer/BioNTech,7669
Ecuador,2021-04-30,Sinovac,7670
Ecuador,2021-05-01,Oxford/AstraZeneca,7671
Ecuador,2021-05-01,Pfizer/BioNTech,7672
Ecuador,2021-05-01,Sinovac,7673
Ecuador,2021-05-02,Oxford/AstraZeneca,7674
Ecuador,2021-05-02,Pfizer/BioNTech,7675
Ecuador,2021-05-02,Sinovac,7676
Ecuador,2021-05-03,Oxford/AstraZeneca,7677
Ecuador,2021-05-03,Pfizer/BioNTech,7678
Ecuador,2021-05-03,Sinovac,7679
Ecuador,2021-05-04,Oxford/AstraZeneca,7680
Ecuador,2021-05-04,Pfizer/BioNTech,7681
Ecuador,2021-05-04,Sinovac,7682
Ecuador,2021-05-05,Oxford/AstraZeneca,7683
Ecuador,2021-05-05,Pfizer/BioNTech,7684
Ecuador,2021-05-05,Sinovac,7685
Ecuador,2021-05-06,Oxford/AstraZeneca,7686
Ecuador,2021-05-06,Pfizer/BioNTech,7687
Ecuador,2021-05-06,Sinovac,7688
Ecuador,2021-05-07,Oxford/AstraZeneca,7689
Ecuador,2021-05-07,Pfizer/BioNTech,7690
Ecuador,2021-05-07,Sinovac,7691
Ecuador,2021-05-08,Oxford/AstraZeneca,7692
Ecuador,2021-05-08,Pfizer/BioNTech,7693
Ecuador,2021-05-08,Sinovac,7694
Ecuador,2021-05-09,Oxford/AstraZeneca,7695
Ecuador,2021-05-09,Pfizer/BioNTech,7696
Ecuador,2021-05-09,Sinovac,7697
Ecuador,2021-05-10,Oxford/AstraZeneca,7698
Ecuador,2021-05-10,Pfizer/BioNTech,7699
Ecuador,2021-05-10,Sinovac,7700
Ecuador,2021-05-11,Oxford/AstraZeneca,7701
Ecuador,2021-05-11,Pfizer/BioNTech,7702
Ecuador,2021-05-11,Sinovac,7703
Ecuador,2021-05-12,Oxford/AstraZeneca,7704
Ecuador,2021-05-12,Pfizer/BioNTech,7705
Ecuador,2021-05-12,Sinovac,7706
Ecuador,2021-05-13,Oxford/AstraZeneca,7707
Ecuador,2021-05-13,Pfizer/BioNTech,7708
Ecuador,2021-05-13,Sinovac,7709
Ecuador,2021-05-14,Oxford/AstraZeneca,7710
Ecuador,2021-05-14,Pfizer/BioNTech,7711
Ecuador,2021-05-14,Sinovac,7712
Ecuador,2021-05-15,Oxford/AstraZeneca,7713
Ecuador,2021-05-15,Pfizer/BioNTech,7714
Ecuador,2021-05-15,Sinovac,7715
Ecuador,2021-05-16,Oxford/AstraZeneca,7716
Ecuador,2021-05-16,Pfizer/BioNTech,7717
Ecuador,2021-05-16,Sinovac,7718
Ecuador,2021-05-17,Oxford/AstraZeneca,7719
Ecuador,2021-05-17,Pfizer/BioNTech,7720
Ecuador,2021-05-17,Sinovac,7721
Ecuador,2021-05-18,Oxford/AstraZeneca,7722
Ecuador,2021-05-18,Pfizer/BioNTech,7723
Ecuador,2021-05-18,Sinovac,7724
Ecuador,2021-05-19,Oxford/AstraZeneca,7725
Ecuador,2021-05-19,Pfizer/BioNTech,7726
Ecuador,2021-05-19,Sinovac,7727
Ecuador,2021-05-20,Oxford/AstraZeneca,7728
Ecuador,2021-05-20,Pfizer/BioNTech,7729
Ecuador,2021-05-20,Sinovac,7730
Ecuador,2021-05-21,Oxford/AstraZeneca,7731
Ecuador,2021-05-21,Pfizer/BioNTech,7732
Ecuador,2021-05-21,Sinovac,7733
Ecuador,2021-05-22,Oxford/AstraZeneca,7734
Ecuador,2021-05-22,Pfizer/BioNTech,7735
Ecuador,2021-05-22,Sinovac,7736
Ecuador,2021-05-23,Oxford/AstraZeneca,7737
Ecuador,2021-05-23,Pfizer/BioNTech,7738
Ecuador,2021-05-23,Sinovac,7739
Ecuador,2021-05-24,Oxford/AstraZeneca,7740
Ecuador,2021-05-24,Pfizer/BioNTech,7741
Ecuador,2021-05-24,Sinovac,7742
Ecuador,2021-05-25,Oxford/AstraZeneca,7743
Ecuador,2021-05-25,Pfizer/BioNTech,7744
Ecuador,2021-05-25,Sinovac,7745
Ecuador,2021-05-26,Oxford/AstraZeneca,7746
Ecuador,2021-05-26,Pfizer/BioNTech,7747
Ecuador,2021-05-26,Sinovac,7748
Ecuador,2021-05-27,Oxford/AstraZeneca,7749
Ecuador,2021-05-27,Pfizer/BioNTech,7750
Ecuador,2021-05-27,Sinovac,7751
Ecuador,2021-05-28,Oxford/AstraZeneca,7752
Ecuador,2021-05-28,Pfizer/BioNTech,7753
Ecuador,2021-05-28,Sinovac,7754
Ecuador,2021-05-29,Oxford/AstraZeneca,7755
Ecuador,2021-05-29,Pfizer/BioNTech,7756
Ecuador,2021-05-29,Sinovac,7757
Ecuador,2021-05-30,Oxford/AstraZeneca,7758
Ecuador,2021-05-30,Pfizer/BioNTech,7759
Ecuador,2021-05-30,Sinovac,7760
Ecuador,2021-05-31,Oxford/AstraZeneca,7761
Ecuador,2021-05-31,Pfizer/BioNTech,7762
Ecuador,2021-05-31,Sinovac,7763
Ecuador,2021-06-01,Oxford/AstraZeneca,7764
Ecuador,2021-06-01,Pfizer/BioNTech,7765
Ecuador,2021-06-01,Sinovac,7766
Ecuador,2021-06-02,Oxford/AstraZeneca,7767
Ecuador,2021-06-02,Pfizer/BioNTech,7768
Ecuador,2021-06-02,Sinovac,7769
Ecuador,2021-06-03,Oxford/AstraZeneca,7770
Ecuador,2021-06-03,Pfizer/BioNTech,7771
Ecuador,2021-06-03,Sinovac,7772
Ecuador,2021-06-04,Oxford/AstraZeneca,7773
Ecuador,2021-06-04,Pfizer/BioNTech,7774
Ecuador,2021-06-04,Sinovac,7775
Ecuador,2021-06-05,Oxford/AstraZeneca,7776
Ecuador,2021-06-05,Pfizer/BioNTech,7777
Ecuador,2021-06-05,Sinovac,7778
Ecuador,2021-06-06,Oxford/AstraZeneca,7779
Ecuador,2021-06-06,Pfizer/BioNTech,7780
Ecuador,2021-06-06,Sinovac,7781
Ecuador,2021-06-07,Oxford/AstraZeneca,7782
Ecuador,2021-06-07,Pfizer/BioNTech,7783
Ecuador,2021-06-07,Sinovac,7784
Ecuador,2021-06-08,Oxford/AstraZeneca,7785
Ecuador,2021-06-08,Pfizer/BioNTech,7786
Ecuador,2021-06-08,Sinovac,7787
Ecuador,2021-06-09,Oxford/AstraZeneca,7788
Ecuador,2021-06-09,Pfizer/BioNTech,7789
Ecuador,2021-06-09,Sinovac,7790
Ecuador,2021-06-10,Oxford/AstraZeneca,7791
Ecuador,2021-06-10,Pfizer/BioNTech,7792
Ecuador,2021-06-10,Sinovac,7793
Ecuador,2021-06-11,Oxford/AstraZeneca,7794
Ecuador,2021-06-11,Pfizer/BioNTech,7795
Ecuador,2021-06-11,Sinovac,7796
Ecuador,2021-06-12,Oxford/AstraZeneca,7797
Ecuador,2021-06-12,Pfizer/BioNTech,7798
Ecuador,2021-06-12,Sinovac,7799
Ecuador,2021-06-13,Oxford/AstraZeneca,7800
Ecuador,2021-06-13,Pfizer/BioNTech,7801
Ecuador,2021-06-13,Sinovac,7802
Ecuador,2021-06-14,Oxford/AstraZeneca,7803
Ecuador,2021-06-14,Pfizer/BioNTech,7804
Ecuador,2021-06-14,Sinovac,7805
Ecuador,2021-06-15,Oxford/AstraZeneca,7806
Ecuador,2021-06-15,Pfizer/BioNTech,7807
Ecuador,2021-06-15,Sinovac,7808
Ecuador,2021-06-16,Oxford/AstraZeneca,7809
Ecuador,2021-06-16,Pfizer/BioNTech,7810
Ecuador,2021-06-16,Sinovac,7811
Ecuador,2021-06-17,Oxford/AstraZeneca,7812
Ecuador,2021-06-17,Pfizer/BioNTech,7813
Ecuador,2021-06-17,Sinovac,7814
Ecuador,2021-06-18,Oxford/AstraZeneca,7815
Ecuador,2021-06-18,Pfizer/BioNTech,7816
Ecuador,2021-06-18,Sinovac,7817
Ecuador,2021-06-19,Oxford/AstraZeneca,7818
Ecuador,2021-06-19,Pfizer/BioNTech,7819
Ecuador,2021-06-19,Sinovac,7820
Ecuador,2021-06-20,Oxford/AstraZeneca,7821
Ecuador,2021-06-20,Pfizer/BioNTech,7822
Ecuador,2021-06-20,Sinovac,7823
Ecuador,2021-06-21,Oxford/AstraZeneca,7824
Ecuador,2021-06-21,Pfizer/BioNTech,7825
Ecuador,2021-06-21,Sinovac,7826
Ecuador,2021-06-22,Oxford/AstraZeneca,7827
Ecuador,2021-06-22,Pfizer/BioNTech,7828
Ecuador,2021-06-22,Sinovac,7829
Ecuador,2021-06-23,Oxford/AstraZeneca,7830
Ecuador,2021-06-23,Pfizer/BioNTech,7831
Ecuador,2021-06-23,Sinovac,7832
Ecuador,2021-06-24,Oxford/AstraZeneca,7833
Ecuador,2021-06-24,Pfizer/BioNTech,7834
Ecuador,2021-06-24,Sinovac,7835
Ecuador,2021-06-25,Oxford/AstraZeneca,7836
Ecuador,2021-06-25,Pfizer/BioNTech,7837
Ecuador,2021-06-25,Sinovac,7838
Ecuador,2021-06-26,Oxford/AstraZeneca,7839
Ecuador,2021-06-26,Pfizer/BioNTech,7840
Ecuador,2021-06-26,Sinovac,7841
Ecuador,2021-06-27,Oxford/AstraZeneca,7842
Ecuador,2021-06-27,Pfizer/BioNTech,7843
Ecuador,2021-06-27,Sinovac,7844
Ecuador,2021-06-28,Oxford/AstraZeneca,7845
Ecuador,2021-06-28,Pfizer/BioNTech,7846
Ecuador,2021-06-28,Sinovac,7847
Ecuador,2021-06-29,Oxford/AstraZeneca,7848
Ecuador,2021-06-29,Pfizer/BioNTech,7849
Ecuador,2021-06-29,Sinovac,7850
Ecuador,2021-06-30,Oxford/AstraZeneca,7851
Ecuador,2021-06-30,Pfizer/BioNTech,7852
Ecuador,2021-06-30,Sinovac,7853
Ecuador,2021-07-01,Oxford/AstraZeneca,7854
Ecuador,2021-07-01,Pfizer/BioNTech,7855
Ecuador,2021-07-01,Sinovac,7856
Ecuador,2021-07-02,Oxford/AstraZeneca,7857
Ecuador,2021-07-02,Pfizer/BioNTech,7858
Ecuador,2021-07-02,Sinovac,7859
Ecuador,2021-07-03,Oxford/AstraZeneca,7860
Ecuador,2021-07-03,Pfizer/BioNTech,7861
Ecuador,2021-07-03,Sinovac,7862
Ecuador,2021-07-04,Oxford/AstraZeneca,7863
Ecuador,2021-07-04,Pfizer/BioNTech,7864
Ecuador,2021-07-04,Sinovac,7865
Ecuador,2021-07-05,Oxford/AstraZeneca,7866
Ecuador,2021-07-05,Pfizer/BioNTech,7867
Ecuador,2021-07-05,Sinovac,7868
Ecuador,2021-07-06,Oxford/AstraZeneca,7869
Ecuador,2021-07-06,Pfizer/BioNTech,7870
Ecuador,2021-07-06,Sinovac,7871
Ecuador,2021-07-07,Oxford/AstraZeneca,7872
Ecuador,2021-07-07,Pfizer/BioNTech,7873
Ecuador,2021-07-07,Sinovac,7874
Ecuador,2021-07-08,Oxford/AstraZeneca,7875
Ecuador,2021-07-08,Pfizer/BioNTech,7876
Ecuador,2021-07-08,Sinovac,7877
Ecuador,2021-07-09,Oxford/AstraZeneca,7878
Ecuador,2021-07-09,Pfizer/BioNTech,7879
Ecuador,2021-07-09,Sinovac,7880
Ecuador,2021-07-10,Oxford/AstraZeneca,7881
Ecuador,2021-07-10,Pfizer/BioNTech,7882
Ecuador,2021-07-10,Sinovac,7883
Ecuador,2021-07-11,Oxford/AstraZeneca,7884
Ecuador,2021-07-11,Pfizer/BioNTech,7885
Ecuador,2021-07-11,Sinovac,7886
Ecuador,2021-07-12,Oxford/AstraZeneca,7887
Ecuador,2021-07-12,Pfizer/BioNTech,7888
Ecuador,2021-07-12,Sinovac,7889
Ecuador,2021-07-13,Oxford/AstraZeneca,7890
Ecuador,2021-07-13,Pfizer/BioNTech,7891
Ecuador,2021-07-13,Sinovac,7892
Ecuador,2021-07-14,Oxford/AstraZeneca,7893
